label,error_label,final_entropy,mean_entropy,max_entropy,final_top1_prob,mean_top1_prob,min_top1_prob,final_margin,mean_margin,min_margin
1,0,0.007285816594958305,0.35460010170936584,1.4544135332107544,0.9992702603340149,0.861474871635437,0.5309513211250305,0.9990091919898987,0.7513568997383118,0.06238842010498047
1,0,0.19827362895011902,0.25599372386932373,1.0301984548568726,0.9589422345161438,0.9096736907958984,0.5613910555839539,0.9261290431022644,0.8367320895195007,0.24489924311637878
1,0,0.0011201576562598348,0.09517557173967361,0.8357678651809692,0.9998900890350342,0.9536234140396118,0.48169219493865967,0.9997811913490295,0.9086450338363647,0.0
1,0,0.0004154553753323853,0.002697162562981248,0.04131393879652023,0.999969482421875,0.9996232390403748,0.9932195544242859,0.9999616146087646,0.9992989897727966,0.9865273237228394
1,0,0.0014044225681573153,0.00030596525175496936,0.005891593173146248,0.9998588562011719,0.9999704957008362,0.9993731379508972,0.9997190237045288,0.9999502301216125,0.9989932179450989
1,0,0.0007258943514898419,0.08621257543563843,1.03920578956604,0.9999325275421143,0.9664573073387146,0.46509480476379395,0.9998664855957031,0.9383368492126465,0.10287860035896301
1,0,0.06340156495571136,0.09553036093711853,0.9361069202423096,0.991115927696228,0.9760968089103699,0.6841646432876587,0.9870654344558716,0.9596638679504395,0.48814818263053894
1,0,0.002230691723525524,0.0267803855240345,0.6968523263931274,0.9997650980949402,0.9876536130905151,0.6186299920082092,0.9995346069335938,0.9754955172538757,0.24341192841529846
1,0,0.0007589447195641696,0.16743408143520355,1.626580834388733,0.9999321699142456,0.9427502751350403,0.4492146670818329,0.9998738765716553,0.904056966304779,0.09936591982841492
1,0,9.231116564478725e-05,0.2966769337654114,1.0934245586395264,0.9999940395355225,0.8687021732330322,0.5472820997238159,0.9999911189079285,0.7497459650039673,0.12105834484100342
1,0,0.28298887610435486,0.34391501545906067,1.5654151439666748,0.9324782490730286,0.8748779296875,0.40620508790016174,0.8728669285774231,0.7875065207481384,0.0
1,0,0.3770330846309662,0.24618016183376312,1.4580366611480713,0.9210783839225769,0.9306722283363342,0.46505072712898254,0.8752205967903137,0.8829268217086792,0.14542636275291443
1,0,0.31549474596977234,0.41138243675231934,2.917607545852661,0.9045956134796143,0.8684530258178711,0.17561160027980804,0.8092519640922546,0.7953869104385376,0.06213176250457764
1,0,1.1664204597473145,0.1865842342376709,1.1664204597473145,0.4621654152870178,0.9400060772895813,0.4621654152870178,0.14452406764030457,0.9082384705543518,0.14452406764030457
1,0,0.06744295358657837,0.16894784569740295,1.6973190307617188,0.9875312447547913,0.9372243881225586,0.407047301530838,0.975100040435791,0.8943104147911072,0.0
1,0,0.848197340965271,0.29205650091171265,2.1060142517089844,0.8272799849510193,0.9162034392356873,0.3806173503398895,0.7503309845924377,0.8817445039749146,0.08747860789299011
1,0,0.0174107626080513,0.20291681587696075,1.651533603668213,0.9975213408470154,0.9393104314804077,0.46110954880714417,0.9950487613677979,0.897901177406311,0.23832741379737854
1,0,0.007754240185022354,0.3395155370235443,0.9639679789543152,0.9991474151611328,0.8853997588157654,0.6051549315452576,0.9985948204994202,0.7972675561904907,0.31929996609687805
1,0,0.011682547628879547,0.21106672286987305,1.3173614740371704,0.9987334609031677,0.9341804385185242,0.6034277081489563,0.9980241656303406,0.8916912078857422,0.35188162326812744
1,0,0.7571626901626587,0.49656301736831665,1.8792390823364258,0.6617131233215332,0.8308766484260559,0.3496742844581604,0.3491419553756714,0.7255995273590088,0.10934688150882721
1,0,0.019412284716963768,0.10338328033685684,1.0803236961364746,0.9971893429756165,0.9552558064460754,0.4824649691581726,0.9943884611129761,0.9161266684532166,0.0
1,0,0.012616263702511787,0.15991438925266266,1.2035554647445679,0.9982950091362,0.9352959990501404,0.5156344771385193,0.9965943098068237,0.8838391900062561,0.06058862805366516
1,0,0.11864783614873886,0.275668740272522,1.7350826263427734,0.982548713684082,0.9053449034690857,0.44595837593078613,0.9740480184555054,0.8398219347000122,0.12362059950828552
1,0,0.06055974215269089,0.09959414601325989,1.4448758363723755,0.9890088438987732,0.9629548192024231,0.3529835641384125,0.9780219197273254,0.9382557272911072,0.041476666927337646
1,0,0.17286470532417297,0.19212815165519714,1.3515664339065552,0.9727057814598083,0.9321572780609131,0.4410702884197235,0.9631696939468384,0.8823854327201843,0.173547625541687
1,0,0.032680779695510864,0.025358859449625015,0.5108073353767395,0.9947774410247803,0.9944185614585876,0.8800104260444641,0.9895573258399963,0.990940511226654,0.8162626624107361
1,0,0.6311689615249634,0.4546014368534088,2.5331947803497314,0.7981974482536316,0.8559228777885437,0.2800787091255188,0.6200954914093018,0.7783495187759399,0.04208952188491821
1,0,0.0003494233824312687,0.15018132328987122,1.4178516864776611,0.9999738931655884,0.9458937644958496,0.44717204570770264,0.9999608993530273,0.905784010887146,0.13983547687530518
1,0,0.7118990421295166,0.512752890586853,1.5977673530578613,0.7350994348526001,0.8198196291923523,0.4383847415447235,0.4964475929737091,0.6916451454162598,0.0
1,0,0.021579861640930176,0.25805428624153137,1.396276593208313,0.9968169331550598,0.9117240905761719,0.5209507942199707,0.9936442971229553,0.8508270382881165,0.12275201082229614
1,0,0.46859869360923767,0.30274155735969543,1.4296135902404785,0.8776625394821167,0.8941674828529358,0.3944941461086273,0.8140848875045776,0.8165375590324402,0.0
1,0,0.005912335589528084,0.02672191709280014,0.6634870767593384,0.9992868304252625,0.9878343939781189,0.6224244832992554,0.9985771775245667,0.9757308959960938,0.24490496516227722
1,0,0.09013587236404419,0.1336793303489685,1.1737176179885864,0.987123966217041,0.9612563252449036,0.5659973621368408,0.9804728031158447,0.9354738593101501,0.26304081082344055
1,0,0.0008213884430006146,0.0034760795533657074,0.049662213772535324,0.9999229907989502,0.9994856715202332,0.9926137924194336,0.9998481273651123,0.9990313649177551,0.9874050617218018
1,0,0.013762309215962887,0.11465302854776382,1.0268895626068115,0.9982319474220276,0.9570534825325012,0.6223713755607605,0.996731162071228,0.9202296137809753,0.24488407373428345
1,0,0.002385122701525688,0.23721913993358612,1.0366182327270508,0.9997777342796326,0.9281214475631714,0.620455801486969,0.9996543526649475,0.8818620443344116,0.24413031339645386
1,0,0.5152374505996704,0.4206308126449585,1.2967076301574707,0.8131744861602783,0.8538379669189453,0.5411443114280701,0.6317307353019714,0.7402781248092651,0.11970070004463196
1,0,0.49247899651527405,0.5237070918083191,1.575397253036499,0.8158867955207825,0.8141557574272156,0.38017112016677856,0.6338378190994263,0.7000828981399536,0.0
1,0,0.03624521195888519,0.26021161675453186,1.8279380798339844,0.9940876960754395,0.8923501968383789,0.3281129002571106,0.9881766438484192,0.8122761249542236,0.0
1,0,0.0002847605792339891,0.06938546895980835,1.124537467956543,0.9999767541885376,0.9766592979431152,0.5176228880882263,0.9999552965164185,0.9598113894462585,0.1618662178516388
1,0,0.00045947020407766104,0.13127829134464264,1.953328251838684,0.9999608993530273,0.9536249041557312,0.27823305130004883,0.9999255537986755,0.9180420637130737,0.0
1,0,0.0005402268143370748,0.18863122165203094,1.0583096742630005,0.9999558925628662,0.9212204813957214,0.4924866557121277,0.99992835521698,0.8532609343528748,0.05786871910095215
1,0,0.0022026929073035717,0.218257337808609,1.2021290063858032,0.9998018145561218,0.9255284667015076,0.5108222365379333,0.9997057318687439,0.8670492172241211,0.15973958373069763
1,0,0.01031256839632988,0.14975987374782562,0.7252418398857117,0.9989160299301147,0.9402895569801331,0.4978058636188507,0.9984857439994812,0.8862038254737854,0.0
1,0,0.006574386730790138,0.1924716830253601,1.7471866607666016,0.9991934895515442,0.929216206073761,0.3200249969959259,0.9983894228935242,0.8789447546005249,0.037603914737701416
1,0,0.05298972874879837,0.169071763753891,1.0946614742279053,0.9926665425300598,0.9436681270599365,0.6632291674613953,0.9890864491462708,0.9016132950782776,0.35835540294647217
1,0,0.0011262270854786038,0.07734908163547516,0.8548111319541931,0.9998898506164551,0.9784267544746399,0.6592325568199158,0.9997809529304504,0.9627135992050171,0.38442352414131165
1,0,0.0014204587787389755,0.2118837833404541,1.0450600385665894,0.9998576641082764,0.9127336740493774,0.5908865332603455,0.9997178316116333,0.8385963439941406,0.18477654457092285
1,0,0.07805594801902771,0.06707055866718292,0.324161559343338,0.9869593977928162,0.9817449450492859,0.9035260677337646,0.9759952425956726,0.9640436172485352,0.8082951307296753
0,1,0.14828594028949738,0.27363821864128113,1.629590630531311,0.9735218286514282,0.9100808501243591,0.377831369638443,0.9556911587715149,0.8537556529045105,0.04439637064933777
0,1,0.5308303236961365,0.18443875014781952,1.0166348218917847,0.7772691249847412,0.9252185225486755,0.46741044521331787,0.5545777678489685,0.861868143081665,0.0
0,1,0.45007386803627014,0.2772649824619293,1.0808985233306885,0.8860560655593872,0.8989195823669434,0.5611999034881592,0.8036400079727173,0.8170760273933411,0.17549321055412292
0,1,0.008199386298656464,0.18262343108654022,1.5354642868041992,0.9989635944366455,0.9392864108085632,0.5620722770690918,0.9979313611984253,0.897341251373291,0.12432992458343506
0,1,0.0007752629462629557,0.06794462352991104,0.7367151975631714,0.9999293088912964,0.9765512347221375,0.6158949732780457,0.9998632669448853,0.9546316266059875,0.24233576655387878
0,1,0.8294461369514465,0.17410428822040558,2.128472089767456,0.5975970029830933,0.9484582543373108,0.48023077845573425,0.23513609170913696,0.9150790572166443,0.23513609170913696
0,1,0.0028466370422393084,0.03937957435846329,0.3993614614009857,0.9996945858001709,0.9911324381828308,0.8664237260818481,0.9993986487388611,0.98465496301651,0.7335533499717712
0,1,0.000331298157107085,0.13771261274814606,1.1815600395202637,0.9999732971191406,0.9540820717811584,0.5249338746070862,0.9999518394470215,0.91868656873703,0.11611497402191162
0,1,0.03274289518594742,0.18976707756519318,1.1767710447311401,0.9947729706764221,0.9292117953300476,0.5788978934288025,0.9895528554916382,0.8723556399345398,0.18440398573875427
1,0,0.00707973213866353,0.5328037142753601,1.9294971227645874,0.9992677569389343,0.8145334124565125,0.2693425416946411,0.9988373517990112,0.7016289234161377,0.03164859116077423
1,0,0.03063189797103405,0.3979460895061493,1.8583741188049316,0.9961590766906738,0.8887800574302673,0.4669450521469116,0.9942360520362854,0.827727198600769,0.05743175745010376
1,0,0.7795106172561646,0.4171593189239502,1.0392102003097534,0.5822154879570007,0.8459138870239258,0.5051499009132385,0.18206501007080078,0.7277016639709473,0.17457035183906555
1,0,0.26938116550445557,0.2212950885295868,0.7558826208114624,0.9240833520889282,0.9166886210441589,0.5925695896148682,0.8482299447059631,0.842462420463562,0.18530282378196716
1,0,0.000456103531178087,0.04525883123278618,0.7065052390098572,0.9999624490737915,0.9799243807792664,0.5899637341499329,0.999931275844574,0.9612908363342285,0.1844879686832428
1,0,0.018053490668535233,0.2489427626132965,1.4274318218231201,0.9977565407752991,0.9244083762168884,0.42087289690971375,0.9960567355155945,0.882114589214325,0.13161146640777588
1,0,0.37754887342453003,0.28270915150642395,1.3112843036651611,0.9075884819030762,0.9149104952812195,0.5416563749313354,0.8418430089950562,0.8610063791275024,0.2993469536304474
1,0,0.010473730973899364,0.030554870143532753,0.6166825890541077,0.9986483454704285,0.9880573153495789,0.7048162221908569,0.9973233342170715,0.9762771725654602,0.4110051095485687
1,0,0.0009357261005789042,0.0006979885511100292,0.008171886205673218,0.9999173879623413,0.9999279975891113,0.9989651441574097,0.9998513460159302,0.9998760223388672,0.9979329109191895
1,0,0.0001388043019687757,0.002667458727955818,0.04745243117213249,0.9999903440475464,0.9995935559272766,0.9921810626983643,0.9999849200248718,0.9992057085037231,0.9846056699752808
1,0,0.2971319258213043,0.27235403656959534,1.4389116764068604,0.9143262505531311,0.9052408933639526,0.490055650472641,0.82928067445755,0.8366469740867615,0.22774773836135864
1,0,0.004314628895372152,0.229791060090065,1.5210729837417603,0.9995961785316467,0.9336980581283569,0.5865615010261536,0.999416708946228,0.8919193148612976,0.3961328864097595
1,0,0.1521693468093872,0.41560640931129456,1.5663537979125977,0.96625816822052,0.882794201374054,0.3694140911102295,0.933194637298584,0.8163068294525146,0.0
1,0,1.282761812210083,0.296766072511673,1.282761812210083,0.5780777931213379,0.9018402099609375,0.5780777931213379,0.30501314997673035,0.8324555158615112,0.2904393672943115
1,0,0.017418403178453445,0.18042418360710144,1.3400843143463135,0.9975205063819885,0.9424026608467102,0.4371007978916168,0.995047926902771,0.9026265740394592,0.05136069655418396
1,0,0.7039577960968018,0.32632702589035034,2.633906364440918,0.5905096530914307,0.9023529887199402,0.1754646897315979,0.18465867638587952,0.8574320077896118,0.02061764895915985
