feature_set,question_id,chunk_id,label,positive_prob,trigger_score
boundary_mean_mixed_probe,0,0,1,0.8945255279541016,0.10547447204589844
boundary_mean_mixed_probe,0,1,1,0.9614757895469666,0.03852421045303345
boundary_mean_mixed_probe,0,2,1,0.9071421027183533,0.09285789728164673
boundary_mean_mixed_probe,0,3,1,0.9600673913955688,0.03993260860443115
boundary_mean_mixed_probe,0,4,1,0.9678269028663635,0.032173097133636475
boundary_mean_mixed_probe,0,5,1,0.9314449429512024,0.06855505704879761
boundary_mean_mixed_probe,0,6,1,0.9256043434143066,0.07439565658569336
boundary_mean_mixed_probe,0,7,1,0.9134419560432434,0.08655804395675659
boundary_mean_mixed_probe,0,8,1,0.9021521210670471,0.09784787893295288
boundary_mean_mixed_probe,0,9,1,0.8450925350189209,0.1549074649810791
boundary_mean_mixed_probe,0,10,-1,0.010536406189203262,0.9894635938107967
boundary_mean_mixed_probe,1,0,1,0.9680848121643066,0.03191518783569336
boundary_mean_mixed_probe,1,1,1,0.9467493295669556,0.053250670433044434
boundary_mean_mixed_probe,1,2,1,0.9066072106361389,0.09339278936386108
boundary_mean_mixed_probe,1,3,1,0.9571653008460999,0.042834699153900146
boundary_mean_mixed_probe,1,4,1,0.8316139578819275,0.1683860421180725
boundary_mean_mixed_probe,1,5,1,0.9247369766235352,0.07526302337646484
boundary_mean_mixed_probe,1,6,1,0.8146676421165466,0.18533235788345337
boundary_mean_mixed_probe,1,7,1,0.8549987077713013,0.14500129222869873
boundary_mean_mixed_probe,1,8,-1,0.010197963565587997,0.989802036434412
boundary_mean_mixed_probe,2,0,1,0.8593438863754272,0.14065611362457275
boundary_mean_mixed_probe,2,1,1,0.8829275369644165,0.1170724630355835
boundary_mean_mixed_probe,2,2,1,0.88658207654953,0.11341792345046997
boundary_mean_mixed_probe,2,3,1,0.6398826837539673,0.3601173162460327
boundary_mean_mixed_probe,2,4,1,0.804366409778595,0.19563359022140503
boundary_mean_mixed_probe,2,5,1,0.7127703428268433,0.28722965717315674
boundary_mean_mixed_probe,2,6,1,0.7919386625289917,0.2080613374710083
boundary_mean_mixed_probe,2,7,1,0.7184271216392517,0.2815728783607483
boundary_mean_mixed_probe,2,8,1,0.5036906003952026,0.49630939960479736
boundary_mean_mixed_probe,2,9,1,0.8427768349647522,0.1572231650352478
boundary_mean_mixed_probe,2,10,-1,0.008323737420141697,0.9916762625798583
boundary_mean_mixed_probe,3,0,1,0.9666937589645386,0.033306241035461426
boundary_mean_mixed_probe,3,1,1,0.9231554865837097,0.07684451341629028
boundary_mean_mixed_probe,3,2,1,0.9848200082778931,0.015179991722106934
boundary_mean_mixed_probe,3,3,1,0.9277989864349365,0.07220101356506348
boundary_mean_mixed_probe,3,4,1,0.9834932088851929,0.01650679111480713
boundary_mean_mixed_probe,3,5,1,0.9647901058197021,0.03520989418029785
boundary_mean_mixed_probe,3,6,1,0.9384543895721436,0.061545610427856445
boundary_mean_mixed_probe,3,7,-1,0.6385147571563721,0.36148524284362793
boundary_mean_mixed_probe,4,0,1,0.937032163143158,0.06296783685684204
boundary_mean_mixed_probe,4,1,1,0.9372343420982361,0.06276565790176392
boundary_mean_mixed_probe,4,2,1,0.9378259181976318,0.062174081802368164
boundary_mean_mixed_probe,4,3,1,0.9067580103874207,0.09324198961257935
boundary_mean_mixed_probe,4,4,1,0.8795663118362427,0.12043368816375732
boundary_mean_mixed_probe,4,5,1,0.9038530588150024,0.09614694118499756
boundary_mean_mixed_probe,4,6,1,0.8717628717422485,0.12823712825775146
boundary_mean_mixed_probe,4,7,-1,0.010458376258611679,0.9895416237413883
boundary_mean_mixed_probe,5,0,1,0.9505227208137512,0.04947727918624878
boundary_mean_mixed_probe,5,1,1,0.9585679173469543,0.041432082653045654
boundary_mean_mixed_probe,5,2,1,0.8204745650291443,0.1795254349708557
boundary_mean_mixed_probe,5,3,1,0.9266451597213745,0.07335484027862549
boundary_mean_mixed_probe,5,4,1,0.9051699042320251,0.09483009576797485
boundary_mean_mixed_probe,5,5,1,0.9625818133354187,0.0374181866645813
boundary_mean_mixed_probe,5,6,1,0.9340551495552063,0.0659448504447937
boundary_mean_mixed_probe,6,0,0,0.8422353863716125,0.15776461362838745
boundary_mean_mixed_probe,6,1,0,0.8607940673828125,0.1392059326171875
boundary_mean_mixed_probe,6,2,0,0.9664409756660461,0.03355902433395386
boundary_mean_mixed_probe,6,3,0,0.8829903602600098,0.11700963973999023
boundary_mean_mixed_probe,6,4,0,0.7885228991508484,0.2114771008491516
boundary_mean_mixed_probe,6,5,0,0.6207926869392395,0.3792073130607605
boundary_mean_mixed_probe,6,6,0,0.6915686726570129,0.30843132734298706
boundary_mean_mixed_probe,6,7,0,0.7773170471191406,0.22268295288085938
boundary_mean_mixed_probe,6,8,0,0.6795447468757629,0.32045525312423706
boundary_mean_mixed_probe,7,0,1,0.9282903671264648,0.07170963287353516
boundary_mean_mixed_probe,7,1,1,0.947826623916626,0.05217337608337402
boundary_mean_mixed_probe,7,2,1,0.8918887376785278,0.10811126232147217
boundary_mean_mixed_probe,7,3,1,0.9046599864959717,0.09534001350402832
boundary_mean_mixed_probe,7,4,1,0.8500310778617859,0.1499689221382141
boundary_mean_mixed_probe,7,5,1,0.9387658834457397,0.061234116554260254
boundary_mean_mixed_probe,7,6,1,0.8790985345840454,0.12090146541595459
boundary_mean_mixed_probe,7,7,1,0.8798710703849792,0.12012892961502075
boundary_mean_mixed_probe,7,8,1,0.8503536581993103,0.1496463418006897
boundary_mean_mixed_probe,7,9,1,0.906204104423523,0.09379589557647705
boundary_mean_mixed_probe,7,10,1,0.8516563177108765,0.14834368228912354
boundary_mean_mixed_probe,7,11,-1,0.1196366623044014,0.8803633376955986
boundary_mean_mixed_probe,8,0,1,0.9262300133705139,0.07376998662948608
boundary_mean_mixed_probe,8,1,1,0.9675247669219971,0.03247523307800293
boundary_mean_mixed_probe,8,2,1,0.9210485219955444,0.07895147800445557
boundary_mean_mixed_probe,8,3,1,0.8301230669021606,0.16987693309783936
boundary_mean_mixed_probe,8,4,1,0.9423432946205139,0.057656705379486084
boundary_mean_mixed_probe,8,5,1,0.9051318168640137,0.09486818313598633
boundary_mean_mixed_probe,8,6,1,0.9097762107849121,0.09022378921508789
boundary_mean_mixed_probe,8,7,1,0.8177940249443054,0.18220597505569458
boundary_mean_mixed_probe,8,8,1,0.9290496110916138,0.07095038890838623
boundary_mean_mixed_probe,8,9,1,0.9534422755241394,0.046557724475860596
boundary_mean_mixed_probe,8,10,1,0.9064958095550537,0.09350419044494629
boundary_mean_mixed_probe,8,11,1,0.9717044830322266,0.028295516967773438
boundary_mean_mixed_probe,8,12,1,0.8981616497039795,0.10183835029602051
boundary_mean_mixed_probe,8,13,1,0.9436971545219421,0.05630284547805786
boundary_mean_mixed_probe,8,14,1,0.8229365944862366,0.17706340551376343
boundary_mean_mixed_probe,9,0,1,0.9687754511833191,0.031224548816680908
boundary_mean_mixed_probe,9,1,1,0.9824733734130859,0.017526626586914062
boundary_mean_mixed_probe,9,2,1,0.9604752063751221,0.03952479362487793
boundary_mean_mixed_probe,9,3,1,0.8614516854286194,0.13854831457138062
boundary_mean_mixed_probe,9,4,1,0.9762600064277649,0.023739993572235107
boundary_mean_mixed_probe,9,5,1,0.9354259371757507,0.06457406282424927
boundary_mean_mixed_probe,9,6,1,0.9643500447273254,0.03564995527267456
boundary_mean_mixed_probe,9,7,1,0.9570745229721069,0.042925477027893066
boundary_mean_mixed_probe,9,8,-1,0.011773081496357918,0.9882269185036421
boundary_mean_mixed_probe,10,0,1,0.9382627010345459,0.0617372989654541
boundary_mean_mixed_probe,10,1,1,0.9825537800788879,0.01744621992111206
boundary_mean_mixed_probe,10,2,1,0.9848805665969849,0.015119433403015137
boundary_mean_mixed_probe,10,3,1,0.9257681965827942,0.07423180341720581
boundary_mean_mixed_probe,10,4,1,0.9074624180793762,0.09253758192062378
boundary_mean_mixed_probe,10,5,1,0.9253602623939514,0.07463973760604858
boundary_mean_mixed_probe,10,6,1,0.944736123085022,0.05526387691497803
boundary_mean_mixed_probe,10,7,1,0.918819010257721,0.08118098974227905
boundary_mean_mixed_probe,10,8,1,0.9489378929138184,0.05106210708618164
boundary_mean_mixed_probe,10,9,-1,0.011170444078743458,0.9888295559212565
boundary_mean_mixed_probe,11,0,1,0.9171675443649292,0.0828324556350708
boundary_mean_mixed_probe,11,1,1,0.9492113590240479,0.05078864097595215
boundary_mean_mixed_probe,11,2,1,0.8623510003089905,0.13764899969100952
boundary_mean_mixed_probe,11,3,1,0.9243057370185852,0.0756942629814148
boundary_mean_mixed_probe,11,4,1,0.8497616052627563,0.15023839473724365
boundary_mean_mixed_probe,11,5,1,0.7973023056983948,0.20269769430160522
boundary_mean_mixed_probe,11,6,1,0.7984870672225952,0.20151293277740479
boundary_mean_mixed_probe,12,0,1,0.9170982837677002,0.0829017162322998
boundary_mean_mixed_probe,12,1,1,0.9662415981292725,0.03375840187072754
boundary_mean_mixed_probe,12,2,1,0.8912882208824158,0.10871177911758423
boundary_mean_mixed_probe,12,3,1,0.9075744152069092,0.09242558479309082
boundary_mean_mixed_probe,12,4,1,0.9509347081184387,0.04906529188156128
boundary_mean_mixed_probe,12,5,1,0.926497757434845,0.07350224256515503
boundary_mean_mixed_probe,12,6,1,0.9052267074584961,0.0947732925415039
boundary_mean_mixed_probe,12,7,1,0.9727115631103516,0.027288436889648438
boundary_mean_mixed_probe,12,8,1,0.8983939290046692,0.10160607099533081
boundary_mean_mixed_probe,12,9,1,0.9089009761810303,0.09109902381896973
boundary_mean_mixed_probe,12,10,-1,0.009468170814216137,0.9905318291857839
boundary_mean_mixed_probe,13,0,1,0.9905000329017639,0.009499967098236084
boundary_mean_mixed_probe,13,1,1,0.9886976480484009,0.011302351951599121
boundary_mean_mixed_probe,13,2,1,0.9801121950149536,0.019887804985046387
boundary_mean_mixed_probe,13,3,1,0.9433770775794983,0.05662292242050171
boundary_mean_mixed_probe,13,4,1,0.9779244065284729,0.0220755934715271
boundary_mean_mixed_probe,13,5,1,0.9718547463417053,0.028145253658294678
boundary_mean_mixed_probe,13,6,1,0.9799861311912537,0.020013868808746338
boundary_mean_mixed_probe,13,7,1,0.95615154504776,0.04384845495223999
boundary_mean_mixed_probe,13,8,1,0.8836807608604431,0.11631923913955688
boundary_mean_mixed_probe,14,0,1,0.916161060333252,0.08383893966674805
boundary_mean_mixed_probe,14,1,1,0.9532680511474609,0.04673194885253906
boundary_mean_mixed_probe,14,2,1,0.8985810279846191,0.10141897201538086
boundary_mean_mixed_probe,14,3,1,0.9178798794746399,0.08212012052536011
boundary_mean_mixed_probe,14,4,1,0.9009409546852112,0.09905904531478882
boundary_mean_mixed_probe,14,5,-1,0.3527095317840576,0.6472904682159424
boundary_mean_mixed_probe,15,0,1,0.9239973425865173,0.07600265741348267
boundary_mean_mixed_probe,15,1,1,0.9233025312423706,0.0766974687576294
boundary_mean_mixed_probe,15,2,1,0.8088014721870422,0.19119852781295776
boundary_mean_mixed_probe,15,3,1,0.9589043259620667,0.04109567403793335
boundary_mean_mixed_probe,15,4,1,0.9319511651992798,0.06804883480072021
boundary_mean_mixed_probe,15,5,1,0.8819580078125,0.1180419921875
boundary_mean_mixed_probe,15,6,1,0.9072898626327515,0.09271013736724854
boundary_mean_mixed_probe,15,7,1,0.8885838389396667,0.11141616106033325
boundary_mean_mixed_probe,15,8,1,0.7561509013175964,0.24384909868240356
boundary_mean_mixed_probe,15,9,1,0.6819745302200317,0.31802546977996826
boundary_mean_mixed_probe,15,10,1,0.8829551339149475,0.11704486608505249
boundary_mean_mixed_probe,15,11,1,0.9218084216117859,0.07819157838821411
boundary_mean_mixed_probe,15,12,1,0.976414144039154,0.023585855960845947
boundary_mean_mixed_probe,15,13,1,0.9362973570823669,0.06370264291763306
boundary_mean_mixed_probe,15,14,1,0.9355953931808472,0.06440460681915283
boundary_mean_mixed_probe,15,15,1,0.8973709940910339,0.10262900590896606
boundary_mean_mixed_probe,16,0,1,0.8936092257499695,0.10639077425003052
boundary_mean_mixed_probe,16,1,1,0.9604918360710144,0.039508163928985596
boundary_mean_mixed_probe,16,2,1,0.900627076625824,0.09937292337417603
boundary_mean_mixed_probe,16,3,1,0.915277898311615,0.08472210168838501
boundary_mean_mixed_probe,16,4,1,0.8130003809928894,0.1869996190071106
boundary_mean_mixed_probe,16,5,1,0.9262663722038269,0.0737336277961731
boundary_mean_mixed_probe,16,6,1,0.8084556460380554,0.19154435396194458
boundary_mean_mixed_probe,16,7,1,0.8942855000495911,0.10571449995040894
boundary_mean_mixed_probe,16,8,1,0.7855520844459534,0.21444791555404663
boundary_mean_mixed_probe,16,9,1,0.9434800148010254,0.05651998519897461
boundary_mean_mixed_probe,16,10,1,0.9107275605201721,0.08927243947982788
boundary_mean_mixed_probe,16,11,1,0.8595850467681885,0.14041495323181152
boundary_mean_mixed_probe,16,12,-1,0.009168040938675404,0.9908319590613246
boundary_mean_mixed_probe,17,0,1,0.9131748676300049,0.08682513236999512
boundary_mean_mixed_probe,17,1,1,0.930219292640686,0.06978070735931396
boundary_mean_mixed_probe,17,2,1,0.9281178116798401,0.07188218832015991
boundary_mean_mixed_probe,17,3,1,0.8374715447425842,0.16252845525741577
boundary_mean_mixed_probe,17,4,1,0.9322729706764221,0.06772702932357788
boundary_mean_mixed_probe,17,5,1,0.87464439868927,0.12535560131072998
boundary_mean_mixed_probe,17,6,1,0.9067163467407227,0.09328365325927734
boundary_mean_mixed_probe,17,7,1,0.820834755897522,0.17916524410247803
boundary_mean_mixed_probe,17,8,1,0.8322368860244751,0.1677631139755249
boundary_mean_mixed_probe,17,9,1,0.8944511413574219,0.10554885864257812
boundary_mean_mixed_probe,17,10,1,0.897480845451355,0.10251915454864502
boundary_mean_mixed_probe,17,11,1,0.9013097882270813,0.0986902117729187
boundary_mean_mixed_probe,17,12,1,0.917468786239624,0.08253121376037598
boundary_mean_mixed_probe,17,13,1,0.8994001150131226,0.10059988498687744
boundary_mean_mixed_probe,17,14,1,0.829712450504303,0.17028754949569702
boundary_mean_mixed_probe,18,0,1,0.9640143513679504,0.03598564863204956
boundary_mean_mixed_probe,18,1,1,0.8706322312355042,0.12936776876449585
boundary_mean_mixed_probe,18,2,1,0.9333440661430359,0.06665593385696411
boundary_mean_mixed_probe,18,3,1,0.8196057081222534,0.18039429187774658
boundary_mean_mixed_probe,18,4,1,0.6823392510414124,0.31766074895858765
boundary_mean_mixed_probe,18,5,1,0.6929001212120056,0.3070998787879944
boundary_mean_mixed_probe,18,6,1,0.8838468194007874,0.11615318059921265
boundary_mean_mixed_probe,19,0,1,0.9285773634910583,0.07142263650894165
boundary_mean_mixed_probe,19,1,1,0.9439067840576172,0.05609321594238281
boundary_mean_mixed_probe,19,2,1,0.9275295734405518,0.07247042655944824
boundary_mean_mixed_probe,19,3,1,0.9617670178413391,0.03823298215866089
boundary_mean_mixed_probe,19,4,1,0.9539571404457092,0.04604285955429077
boundary_mean_mixed_probe,19,5,1,0.9476616382598877,0.052338361740112305
boundary_mean_mixed_probe,19,6,1,0.947557270526886,0.052442729473114014
boundary_mean_mixed_probe,19,7,1,0.9509633183479309,0.04903668165206909
boundary_mean_mixed_probe,19,8,1,0.9572346210479736,0.04276537895202637
boundary_mean_mixed_probe,19,9,1,0.8686670064926147,0.13133299350738525
boundary_mean_mixed_probe,19,10,-1,0.010323947295546532,0.9896760527044535
boundary_mean_mixed_probe,20,0,0,0.8581525683403015,0.1418474316596985
boundary_mean_mixed_probe,20,1,0,0.5628189444541931,0.4371810555458069
boundary_mean_mixed_probe,20,2,0,0.5566282868385315,0.4433717131614685
