feature_set,question_id,chunk_id,label,positive_prob,trigger_score
entropy_only,4,0,1,0.9725146293640137,0.027485370635986328
entropy_only,4,1,1,0.9721928834915161,0.027807116508483887
entropy_only,4,2,1,0.9725321531295776,0.027467846870422363
entropy_only,4,3,1,0.9667114615440369,0.033288538455963135
entropy_only,4,4,1,0.9845114946365356,0.015488505363464355
entropy_only,4,5,1,0.9607649445533752,0.039235055446624756
entropy_only,4,6,1,0.9631996750831604,0.0368003249168396
entropy_only,4,7,1,0.965544581413269,0.03445541858673096
entropy_only,4,8,1,0.9725258350372314,0.027474164962768555
entropy_only,4,9,1,0.972532331943512,0.027467668056488037
entropy_only,4,10,1,0.9725321531295776,0.027467846870422363
entropy_only,4,11,1,0.961017906665802,0.038982093334198
entropy_only,4,12,1,0.9725321531295776,0.027467846870422363
entropy_only,4,13,1,0.9709215760231018,0.029078423976898193
entropy_only,4,14,1,0.972532331943512,0.027467668056488037
entropy_only,4,15,1,0.972531795501709,0.027468204498291016
entropy_only,4,16,1,0.9725320339202881,0.027467966079711914
entropy_only,4,17,1,0.9724751710891724,0.027524828910827637
entropy_only,6,0,1,0.9723312258720398,0.027668774127960205
entropy_only,6,1,1,0.9724361896514893,0.027563810348510742
entropy_only,6,2,1,0.9662914276123047,0.03370857238769531
entropy_only,6,3,1,0.9725292921066284,0.027470707893371582
entropy_only,6,4,1,0.9758453965187073,0.024154603481292725
entropy_only,6,5,1,0.9639906287193298,0.036009371280670166
entropy_only,6,6,1,0.9718015193939209,0.0281984806060791
entropy_only,6,7,1,0.9614617824554443,0.038538217544555664
entropy_only,6,8,1,0.9724825024604797,0.027517497539520264
entropy_only,6,9,1,0.9725245833396912,0.027475416660308838
entropy_only,6,10,1,0.97252357006073,0.02747642993927002
entropy_only,6,11,1,0.9725247025489807,0.027475297451019287
entropy_only,6,12,1,0.9725306630134583,0.027469336986541748
entropy_only,6,13,1,0.9612910151481628,0.03870898485183716
entropy_only,6,14,1,0.9725133180618286,0.027486681938171387
entropy_only,6,15,1,0.9803441762924194,0.019655823707580566
entropy_only,6,16,1,0.9703445434570312,0.02965545654296875
entropy_only,13,0,1,0.9619055390357971,0.03809446096420288
entropy_only,13,1,1,0.9743768572807312,0.0256231427192688
entropy_only,13,2,1,0.9720840454101562,0.02791595458984375
entropy_only,13,3,1,0.9614800810813904,0.03851991891860962
entropy_only,13,4,1,0.9603914022445679,0.03960859775543213
entropy_only,13,5,1,0.9725321531295776,0.027467846870422363
entropy_only,13,6,1,0.9722065329551697,0.027793467044830322
entropy_only,13,7,0,0.9725143313407898,0.027485668659210205
entropy_only,13,8,0,0.9725316762924194,0.027468323707580566
entropy_only,13,9,0,0.972531795501709,0.027468204498291016
entropy_only,13,10,0,0.97249436378479,0.02750563621520996
entropy_only,13,11,0,0.9722928404808044,0.027707159519195557
entropy_only,13,12,0,0.9725216627120972,0.027478337287902832
entropy_only,13,13,0,0.9833923578262329,0.01660764217376709
entropy_only,13,14,1,0.9725277423858643,0.027472257614135742
entropy_only,13,15,0,0.9725315570831299,0.027468442916870117
entropy_only,13,16,0,0.9725282788276672,0.027471721172332764
entropy_only,13,17,0,0.972532331943512,0.027467668056488037
entropy_only,13,18,1,0.9694547057151794,0.030545294284820557
entropy_only,20,0,1,0.9724855422973633,0.02751445770263672
entropy_only,20,1,1,0.9726651906967163,0.02733480930328369
entropy_only,20,2,1,0.9724765419960022,0.027523458003997803
entropy_only,20,3,1,0.9608268141746521,0.0391731858253479
entropy_only,20,4,1,0.9725286364555359,0.02747136354446411
entropy_only,20,5,1,0.9769441485404968,0.023055851459503174
entropy_only,20,6,1,0.9712910056114197,0.028708994388580322
entropy_only,20,7,1,0.9645299911499023,0.035470008850097656
entropy_only,20,8,1,0.9725311398506165,0.027468860149383545
entropy_only,20,9,1,0.9725322723388672,0.027467727661132812
entropy_only,20,10,1,0.9725255966186523,0.027474403381347656
entropy_only,20,11,1,0.9725320339202881,0.027467966079711914
entropy_only,20,12,1,0.9725321531295776,0.027467846870422363
entropy_only,20,13,1,0.972532331943512,0.027467668056488037
entropy_only,20,14,1,0.9725110530853271,0.02748894691467285
entropy_only,20,15,1,0.9619084000587463,0.03809159994125366
entropy_only,20,16,1,0.9815078377723694,0.018492162227630615
entropy_only,20,17,1,0.9725319147109985,0.027468085289001465
entropy_only,20,18,1,0.9724338054656982,0.027566194534301758
entropy_only,20,19,1,0.9725320339202881,0.027467966079711914
entropy_only,20,20,1,0.9725230932235718,0.027476906776428223
entropy_only,25,0,1,0.9715102314949036,0.028489768505096436
entropy_only,25,1,1,0.9644556641578674,0.03554433584213257
entropy_only,25,2,1,0.9738816022872925,0.02611839771270752
entropy_only,25,3,0,0.9724934697151184,0.027506530284881592
entropy_only,25,4,1,0.9608299136161804,0.03917008638381958
entropy_only,25,5,1,0.9718016982078552,0.028198301792144775
entropy_only,25,6,1,0.9716343283653259,0.028365671634674072
entropy_only,25,7,1,0.9722415208816528,0.027758479118347168
entropy_only,25,8,1,0.9668751955032349,0.03312480449676514
entropy_only,25,9,1,0.9724748730659485,0.027525126934051514
entropy_only,25,10,1,0.960453987121582,0.03954601287841797
entropy_only,25,11,1,0.9724920988082886,0.027507901191711426
entropy_only,25,12,1,0.9632671475410461,0.03673285245895386
entropy_only,26,0,1,0.9726299047470093,0.027370095252990723
entropy_only,26,1,1,0.972405195236206,0.027594804763793945
entropy_only,26,2,1,0.9617539048194885,0.038246095180511475
entropy_only,26,3,1,0.9664956331253052,0.033504366874694824
entropy_only,26,4,1,0.9812105894088745,0.01878941059112549
entropy_only,26,5,1,0.9624253511428833,0.0375746488571167
entropy_only,26,6,1,0.9671010971069336,0.032898902893066406
entropy_only,26,7,1,0.9870245456695557,0.012975454330444336
entropy_only,26,8,1,0.9725314378738403,0.027468562126159668
entropy_only,26,9,1,0.9725303053855896,0.0274696946144104
entropy_only,26,10,1,0.972434401512146,0.027565598487854004
entropy_only,26,11,1,0.972532331943512,0.027467668056488037
entropy_only,26,12,1,0.9724549055099487,0.02754509449005127
entropy_only,26,13,1,0.9619058966636658,0.03809410333633423
entropy_only,26,14,1,0.972532331943512,0.027467668056488037
entropy_only,26,15,1,0.9746178388595581,0.025382161140441895
entropy_only,26,16,1,0.9666526913642883,0.03334730863571167
entropy_only,26,17,1,0.9725303053855896,0.0274696946144104
entropy_only,26,18,1,0.9725315570831299,0.027468442916870117
entropy_only,26,19,1,0.9725114107131958,0.0274885892868042
entropy_only,26,20,1,0.9725261330604553,0.027473866939544678
entropy_only,26,21,1,0.9647692441940308,0.03523075580596924
entropy_only,26,22,1,0.9717896580696106,0.028210341930389404
entropy_only,27,0,1,0.9610692262649536,0.03893077373504639
entropy_only,27,1,1,0.9678990840911865,0.03210091590881348
entropy_only,27,2,1,0.9715121388435364,0.028487861156463623
entropy_only,27,3,1,0.9600724577903748,0.039927542209625244
entropy_only,27,4,1,0.9756578803062439,0.024342119693756104
entropy_only,27,5,1,0.9606136679649353,0.0393863320350647
entropy_only,27,6,1,0.9725319147109985,0.027468085289001465
entropy_only,27,7,1,0.9727669358253479,0.0272330641746521
entropy_only,27,8,1,0.9725304245948792,0.02746957540512085
entropy_only,27,9,1,0.9622906446456909,0.03770935535430908
entropy_only,27,10,1,0.9724599719047546,0.02754002809524536
entropy_only,27,11,1,0.9705750346183777,0.029424965381622314
entropy_only,27,12,1,0.9725310206413269,0.027468979358673096
entropy_only,27,13,1,0.9725296497344971,0.02747035026550293
entropy_only,27,14,1,0.9637313485145569,0.036268651485443115
entropy_only,27,15,1,0.9597921371459961,0.040207862854003906
entropy_only,27,16,1,0.9616446495056152,0.038355350494384766
entropy_only,27,17,1,0.9724818468093872,0.027518153190612793
entropy_only,27,18,1,0.9692208170890808,0.03077918291091919
entropy_only,27,19,1,0.9725306630134583,0.027469336986541748
entropy_only,27,20,1,0.9557853937149048,0.044214606285095215
entropy_only,27,21,1,0.9725232124328613,0.027476787567138672
entropy_only,27,22,1,0.9725319147109985,0.027468085289001465
entropy_only,30,0,1,0.9721769690513611,0.027823030948638916
entropy_only,30,1,1,0.9723911285400391,0.027608871459960938
entropy_only,30,2,1,0.9716280102729797,0.028371989727020264
entropy_only,30,3,1,0.9691962599754333,0.03080374002456665
entropy_only,30,4,1,0.9659426212310791,0.0340573787689209
entropy_only,30,5,1,0.9865390658378601,0.013460934162139893
entropy_only,30,6,1,0.9698287844657898,0.030171215534210205
entropy_only,30,7,1,0.96293705701828,0.03706294298171997
entropy_only,30,8,1,0.964901328086853,0.03509867191314697
entropy_only,30,9,1,0.95623379945755,0.04376620054244995
entropy_only,30,10,1,0.9701326489448547,0.029867351055145264
entropy_only,30,11,1,0.9826436638832092,0.01735633611679077
entropy_only,30,12,1,0.9605181217193604,0.03948187828063965
entropy_only,30,13,1,0.971960723400116,0.028039276599884033
entropy_only,30,14,1,0.9722832441329956,0.027716755867004395
entropy_only,30,15,1,0.9725224375724792,0.027477562427520752
entropy_only,30,16,1,0.9722405076026917,0.02775949239730835
entropy_only,30,17,1,0.972510576248169,0.027489423751831055
entropy_only,30,18,1,0.972518801689148,0.02748119831085205
entropy_only,33,0,1,0.9702205061912537,0.029779493808746338
entropy_only,33,1,1,0.9817249774932861,0.018275022506713867
entropy_only,33,2,1,0.9593766331672668,0.040623366832733154
entropy_only,33,3,1,0.9722399711608887,0.027760028839111328
entropy_only,33,4,1,0.9571033716201782,0.04289662837982178
entropy_only,33,5,1,0.9725314378738403,0.027468562126159668
entropy_only,33,6,1,0.9705093502998352,0.029490649700164795
entropy_only,33,7,1,0.972443163394928,0.02755683660507202
entropy_only,33,8,1,0.9642584919929504,0.03574150800704956
entropy_only,33,9,1,0.9670059084892273,0.032994091510772705
entropy_only,33,10,1,0.9640147686004639,0.03598523139953613
entropy_only,33,11,1,0.9648460745811462,0.03515392541885376
entropy_only,33,12,1,0.9716244339942932,0.028375566005706787
entropy_only,33,13,1,0.9826413989067078,0.017358601093292236
entropy_only,33,14,1,0.9722809791564941,0.02771902084350586
entropy_only,33,15,1,0.9612610340118408,0.03873896598815918
entropy_only,33,16,1,0.988746702671051,0.011253297328948975
entropy_only,33,17,1,0.9614633321762085,0.038536667823791504
entropy_only,33,18,1,0.9722242951393127,0.027775704860687256
entropy_only,33,19,1,0.972524106502533,0.02747589349746704
entropy_only,34,0,1,0.9720618724822998,0.027938127517700195
entropy_only,34,1,1,0.9725029468536377,0.027497053146362305
entropy_only,34,2,1,0.9638465642929077,0.036153435707092285
entropy_only,34,3,1,0.9623730182647705,0.03762698173522949
entropy_only,34,4,1,0.9753931164741516,0.02460688352584839
entropy_only,34,5,1,0.9851863980293274,0.014813601970672607
entropy_only,34,6,1,0.9692718982696533,0.03072810173034668
entropy_only,34,7,1,0.9723243713378906,0.027675628662109375
entropy_only,34,8,1,0.9725324511528015,0.027467548847198486
entropy_only,34,9,1,0.964893639087677,0.035106360912323
entropy_only,34,10,1,0.9670192003250122,0.03298079967498779
entropy_only,34,11,1,0.972532331943512,0.027467668056488037
entropy_only,34,12,1,0.9725311398506165,0.027468860149383545
entropy_only,34,13,1,0.9725115895271301,0.027488410472869873
entropy_only,38,0,1,0.9725013375282288,0.02749866247177124
entropy_only,38,1,1,0.9724699854850769,0.027530014514923096
entropy_only,38,2,1,0.9719692468643188,0.028030753135681152
entropy_only,38,3,1,0.9602287411689758,0.03977125883102417
entropy_only,38,4,1,0.9656891226768494,0.034310877323150635
entropy_only,38,5,1,0.9725321531295776,0.027467846870422363
entropy_only,38,6,1,0.9725205302238464,0.027479469776153564
entropy_only,38,7,1,0.9784548878669739,0.021545112133026123
entropy_only,38,8,1,0.9720825552940369,0.027917444705963135
entropy_only,38,9,1,0.9616518020629883,0.03834819793701172
entropy_only,38,10,0,0.9683297872543335,0.031670212745666504
entropy_only,38,11,0,0.9725282788276672,0.027471721172332764
entropy_only,38,12,0,0.9613545536994934,0.03864544630050659
entropy_only,38,13,0,0.9639893174171448,0.036010682582855225
entropy_only,38,14,0,0.9724865555763245,0.027513444423675537
entropy_only,38,15,0,0.9598375558853149,0.04016244411468506
entropy_only,38,16,0,0.9682843089103699,0.03171569108963013
entropy_only,39,0,1,0.972491443157196,0.027508556842803955
entropy_only,39,1,1,0.9631858468055725,0.03681415319442749
entropy_only,39,2,1,0.958903968334198,0.041096031665802
entropy_only,39,3,1,0.9698784947395325,0.03012150526046753
entropy_only,39,4,1,0.9639471173286438,0.0360528826713562
entropy_only,39,5,1,0.9877209067344666,0.012279093265533447
entropy_only,39,6,1,0.9725149869918823,0.027485013008117676
entropy_only,39,7,1,0.972521960735321,0.027478039264678955
entropy_only,39,8,1,0.972478449344635,0.02752155065536499
entropy_only,39,9,1,0.9724713563919067,0.02752864360809326
entropy_only,39,10,1,0.9724816083908081,0.027518391609191895
entropy_only,39,11,1,0.9725091457366943,0.027490854263305664
entropy_only,39,12,1,0.972532331943512,0.027467668056488037
entropy_only,39,13,1,0.9725319147109985,0.027468085289001465
entropy_only,39,14,1,0.972531795501709,0.027468204498291016
entropy_only,39,15,1,0.9725301265716553,0.027469873428344727
entropy_only,39,16,1,0.9633544087409973,0.036645591259002686
entropy_only,39,17,1,0.9696444869041443,0.030355513095855713
entropy_only,41,0,1,0.9617992043495178,0.03820079565048218
entropy_only,41,1,1,0.9724686741828918,0.027531325817108154
entropy_only,41,2,1,0.9725042581558228,0.027495741844177246
entropy_only,41,3,1,0.9708948135375977,0.029105186462402344
entropy_only,41,4,1,0.9611907601356506,0.038809239864349365
entropy_only,41,5,1,0.9808412194252014,0.019158780574798584
entropy_only,41,6,1,0.9713079929351807,0.028692007064819336
entropy_only,41,7,1,0.9668298959732056,0.033170104026794434
entropy_only,41,8,1,0.9639599323272705,0.03604006767272949
entropy_only,41,9,1,0.9607325196266174,0.03926748037338257
entropy_only,41,10,1,0.9615121483802795,0.03848785161972046
entropy_only,41,11,1,0.9725052714347839,0.027494728565216064
entropy_only,41,12,1,0.9725309014320374,0.027469098567962646
entropy_only,41,13,1,0.9727904200553894,0.027209579944610596
entropy_only,53,0,1,0.972517728805542,0.027482271194458008
