feature_set,question_id,chunk_id,label,positive_prob,trigger_score
hidden_only,4,0,1,0.9462063908576965,0.05379360914230347
hidden_only,4,1,1,0.9460124373435974,0.05398756265640259
hidden_only,4,2,1,0.9161591529846191,0.08384084701538086
hidden_only,4,3,1,0.8951995372772217,0.10480046272277832
hidden_only,4,4,1,0.965246856212616,0.03475314378738403
hidden_only,4,5,0,0.7006937861442566,0.2993062138557434
hidden_only,4,6,0,0.6722474098205566,0.32775259017944336
hidden_only,4,7,1,0.7434373497962952,0.25656265020370483
hidden_only,4,8,1,0.7089699506759644,0.29103004932403564
hidden_only,4,9,1,0.6218143105506897,0.3781856894493103
hidden_only,4,10,1,0.7636600136756897,0.2363399863243103
hidden_only,4,11,1,0.7489693760871887,0.2510306239128113
hidden_only,4,12,1,0.6000574827194214,0.3999425172805786
hidden_only,4,13,1,0.5419405698776245,0.4580594301223755
hidden_only,4,14,1,0.8464905619621277,0.15350943803787231
hidden_only,4,15,1,0.8135790228843689,0.1864209771156311
hidden_only,4,16,1,0.6628384590148926,0.3371615409851074
hidden_only,4,17,1,0.8840384483337402,0.11596155166625977
hidden_only,4,18,1,0.766322672367096,0.23367732763290405
hidden_only,4,19,1,0.6482371687889099,0.3517628312110901
hidden_only,4,20,1,0.5877529382705688,0.41224706172943115
hidden_only,4,21,1,0.7998331189155579,0.20016688108444214
hidden_only,4,22,1,0.8264967203140259,0.17350327968597412
hidden_only,4,23,1,0.846339762210846,0.15366023778915405
hidden_only,4,24,1,0.7892033457756042,0.21079665422439575
hidden_only,4,25,1,0.6169668436050415,0.3830331563949585
hidden_only,4,26,1,0.6216909885406494,0.3783090114593506
hidden_only,4,27,1,0.5814079642295837,0.41859203577041626
hidden_only,4,28,1,0.7868832349777222,0.21311676502227783
hidden_only,4,29,1,0.7831811904907227,0.21681880950927734
hidden_only,4,30,1,0.7156834006309509,0.2843165993690491
hidden_only,4,31,1,0.8758953809738159,0.12410461902618408
hidden_only,4,32,1,0.7127224206924438,0.28727757930755615
hidden_only,4,33,1,0.7358224391937256,0.2641775608062744
hidden_only,4,34,1,0.5901958346366882,0.40980416536331177
hidden_only,4,35,1,0.7622964978218079,0.23770350217819214
hidden_only,4,36,1,0.7789046168327332,0.22109538316726685
hidden_only,4,37,1,0.7804105281829834,0.2195894718170166
hidden_only,4,38,1,0.8164843916893005,0.18351560831069946
hidden_only,4,39,1,0.9422811269760132,0.057718873023986816
hidden_only,4,40,1,0.7295809388160706,0.27041906118392944
hidden_only,4,41,1,0.8892260193824768,0.1107739806175232
hidden_only,4,42,1,0.666806697845459,0.333193302154541
hidden_only,4,43,1,0.7705286145210266,0.2294713854789734
hidden_only,4,44,1,0.7855958342552185,0.2144041657447815
hidden_only,4,45,1,0.7441197633743286,0.2558802366256714
hidden_only,4,46,1,0.6815332174301147,0.31846678256988525
hidden_only,4,47,1,0.8055748343467712,0.19442516565322876
hidden_only,4,48,1,0.6670560240745544,0.33294397592544556
hidden_only,4,49,1,0.8759121298789978,0.1240878701210022
hidden_only,4,50,0,0.7635912895202637,0.23640871047973633
hidden_only,4,51,1,0.9241538047790527,0.07584619522094727
hidden_only,4,52,1,0.8855446577072144,0.11445534229278564
hidden_only,4,53,1,0.8432087898254395,0.15679121017456055
hidden_only,6,0,1,0.8910874128341675,0.10891258716583252
hidden_only,6,1,1,0.9109717011451721,0.08902829885482788
hidden_only,6,2,1,0.8372787833213806,0.16272121667861938
hidden_only,6,3,1,0.8696198463439941,0.13038015365600586
hidden_only,6,4,1,0.9283186793327332,0.07168132066726685
hidden_only,6,5,1,0.9140613675117493,0.08593863248825073
hidden_only,6,6,1,0.7977684140205383,0.20223158597946167
hidden_only,6,7,1,0.7083170413970947,0.2916829586029053
hidden_only,6,8,1,0.7901232838630676,0.20987671613693237
hidden_only,6,9,1,0.8359858989715576,0.16401410102844238
hidden_only,6,10,1,0.8961665034294128,0.10383349657058716
hidden_only,6,11,1,0.8745300769805908,0.12546992301940918
